Locus Tag	Name	FDR (Mouse)	logFC (Mouse)	Fitness (Mouse)	FDR (Pig)	logFC (Pig)	Fitness (Pig)	FDR (Chicken)	logFC (Chicken)	Fitness (Chicken)	FDR (Cattle)	logFC (Cattle)	Fitness (Cattle)
SL1344_4071	argC	0.472479057	-0.992840029	0	na	na	3	na	na	3	na	na	3
SL1344_4072	argB	0.796155753	-0.390076804	0	0.591092173	0.784903898	0	0.068294152	-2.139496824	0	0.128003417	1.299149399	0
SL1344_4073	argH	0.000132115	-2.439595083	2	0.027290543	-2.442281515	2	0.002078632	-3.254142063	2	0.004064868	2.113388444	1
SL1344_4074	oxyR	0.064592503	-1.315491374	0	0.000441899	-4.341862022	2	1.92E-10	-9.514417265	2	2.41E-33	-15	2
SL1344_4075	udhA	7.97E-14	-4.244905177	2	4.51E-09	-4.035884381	2	0.002445433	-3.227002256	2	1.88E-13	-4.481792821	2
SL1344_4076	yijC	na	na	3	0.915990415	-0.154116147	0	0.689375935	-1.247051951	0	0.260784085	-0.647544466	0
SL1344_4077	yijD	na	na	3	0.379440075	1.074114426	0	0.818862729	0.784361541	0	0.00501292	2.10174697	1
SL1344_4078	trmA	0.464574626	-0.763001734	0	0.610709917	1.105723013	0	0.86055029	0.679202866	0	0.159757578	0.794415421	0
SL1344_4079	btuB	0.079783658	-1.262697302	0	0.388392251	-0.996087185	0	0.672461759	1.109130363	0	0.056653934	1.484282452	0
SL1344_4082	birA	na	na	3	0.97052089	0.074000581	0	0.607026635	1.232864015	0	0.067601309	1.437679786	0
SL1344_4085	tufB	na	na	3	8.37E-08	-5.395301281	2	0.00000352	-4.95338067	2	5.90E-34	-15	2
SL1344_4093	rpoC	1.20E-40	-15	2	0.0000737	-15	2	2.53E-08	-8.438151371	2	2.56E-33	-15	2
SL1344_4094	SL1344_4094	na	na	3	0.62292598	0.987285987	0	0.706035155	1.346230855	0	0.923385715	-0.066496233	0
SL1344_4095	SL1344_4095	0.870679303	-0.296742157	0	na	na	3	0.017218634	-2.609865708	2	0.061316232	-1.194682031	0
SL1344_4096	sseK1	0.64285221	-0.630305714	0	0.00027574	-3.560360527	2	0.00000127	-5.518668923	2	4.04E-34	-15	2
SL1344_4097	SL1344_4097	0.871468711	-0.290016522	0	0.0000183	-4.303240728	2	0.027162907	-2.443170929	2	6.99E-27	-6.974522381	2
SL1344_4098	thiH	0.223922928	-1.056847007	0	0.774421599	0.381176211	0	0.752897314	-0.745018246	0	0.124895474	1.068404262	0
SL1344_4099	thiG	na	na	3	0.054599781	-1.814424036	0	0.903686869	0.537142431	0	0.009221062	2.029939701	1
SL1344_4101	thiF	na	na	3	0.274425423	2.285753527	0	0.809216192	1.303471597	0	0.140160303	1.081023789	0
SL1344_4102	thiE	0.000234993	-2.567604015	2	0.552701862	0.860697518	0	0.707977031	1.038103212	0	0.041241511	1.516398661	1
SL1344_4103	thiC	0.56841651	0.712645279	0	0.400907164	1.367796226	0	0.059885441	-2.182123757	0	0.001462287	2.616090023	1
SL1344_4104	rsd	0.914333836	0.255797305	0	na	na	3	na	na	3	na	na	3
SL1344_4105	nudC	0.21277632	-1.08016328	0	0.766384809	0.459493879	0	0.931507959	0.654881559	0	0.00355895	2.502767581	1
SL1344_4107	nfi	0.627090908	-0.598872875	0	2.07E-09	-6.608295005	2	0.672799696	1.1066218	0	0.483047045	0.550884052	0
SL1344_4108	yjaG	1	0.014784453	0	0.930952417	-0.240483172	0	0.96515532	-0.154467357	0	1.89E-18	-15	2
SL1344_4109	hupA	0.620981647	-0.609501158	0	0.000305671	-5.137503524	2	5.67E-09	-7.998167514	2	8.86E-34	-15	2
SL1344_4110	yjaH	0.837549133	-0.342219801	0	na	na	3	na	na	3	na	na	3
SL1344_4111	zraP	0.852515496	0.693034481	0	0.536062609	1.207432815	0	0.673862518	1.10363948	0	0.06796388	-1.306812677	0
SL1344_4112	hydH	0.442182783	0.861343669	0	0.271559161	2.192203232	0	0.188519494	-1.71991783	0	0.388602803	-0.516859441	0
SL1344_4113	hydG	0.16032618	-1.146781791	0	0.403937732	1.151888843	0	0.69775203	1.064600259	0	0.19175143	-0.714582892	0
SL1344_4114	purD	2.00E-23	-6.001228782	2	0.009963728	-2.769219793	2	2.41E-11	-15	2	1.19E-17	-5.012187811	2
SL1344_4115	purH	3.72E-35	-10.02841037	2	0.533198583	-0.74878411	0	2.76E-11	-15	2	1.20E-47	-6.717299935	2
SL1344_4117	metA	na	na	3	0.736195113	-0.435604326	0	0.790632969	0.863121475	0	0.278278182	1.235685764	0
SL1344_4118	aceB	0.594778023	-0.6194358	0	0.381116151	1.383714492	0	0.885008871	0.596391682	0	0.036516834	1.249892795	1
SL1344_4119	aceA	0.457691925	-0.749927538	0	0.389834096	1.554073981	0	0.75413532	1.178757409	0	0.005078634	2.246010211	1
SL1344_4120	aceK	na	na	3	0.706413183	1.155350501	0	0.961505079	0.426174487	0	0.070015977	1.438445483	0
SL1344_4121	SL1344_4121	na	na	3	0.649323318	0.894810366	0	1	0.109552753	0	0.711796946	0.283608936	0
SL1344_4122	iclR	0.969672635	0.129285672	0	na	na	3	na	na	3	na	na	3
SL1344_4123	metH	0.748674635	0.956698339	0	0.140943373	1.973829228	0	0.796029596	0.850416803	0	0.225245728	0.985997472	0
SL1344_4124	yjbB	0.981163361	0.124787854	0	na	na	3	0.962625301	-0.140483244	0	0.316168919	0.767976303	0
SL1344_4127	SL1344_4127	0.709879898	0.54664164	0	na	na	3	na	na	3	na	na	3
SL1344_4128	yjbC	0.973490796	0.317349605	0	0.344514127	-4.314381286	0	0.613651877	-1.127591155	0	0.0000615	-3.215487281	2
SL1344_4129	yjbD	0.979112228	-0.058349406	0	na	na	3	na	na	3	na	na	3
SL1344_4130	SL1344_4130	0.278759585	-0.9859407	0	0.467019132	0.943474606	0	1	0.040877746	0	0.191908967	-0.62313948	0
SL1344_4131	SL1344_4131	0.22280124	1.282970373	0	3.11E-12	-15	2	0.000291396	-3.753460326	2	1.75E-21	-5.853141206	2
SL1344_4133	SL1344_4133	0.914195313	3.610703134	0	0.012721763	-2.724365557	2	0.422743014	-1.462212555	0	4.15E-34	-5.010768482	2
SL1344_4134	SL1344_4134	0.290462995	-0.961655843	0	1.28E-11	-15	2	1.26E-09	-15	2	1.12E-44	-15	2
SL1344_4135	SL1344_4135	0.285666661	-1.196001487	0	3.02E-11	-15	2	2.85E-10	-8.259420436	2	1.01E-39	-15	2
SL1344_4136	SL1344_4136	0.954939307	-0.145582527	0	8.16E-10	-15	2	0.026875703	-2.534902867	2	1.84E-25	-15	2
SL1344_4137	SL1344_4137	0.580098423	0.734120692	0	na	na	3	0.873188015	1.337490085	0	0.296748112	-0.623626489	0
SL1344_4138	SL1344_4138	na	na	3	0.899276985	-0.101167032	0	0.863459544	0.657059475	0	0.8825265	0.09186745	0
SL1344_4139	SL1344_4139	0.002592618	-15	2	6.06E-20	-7.361899095	2	0.000000118	-6.014122849	2	8.80E-48	-6.731568242	2
SL1344_4140	gtrBb	0.267187943	1.042827836	0	7.76E-09	-15	2	2.03E-09	-7.762270234	2	2.22E-34	-15	2
SL1344_4141	gtrAb	0.509090761	-0.717874359	0	5.21E-12	-15	2	2.68E-08	-6.699981783	2	4.54E-26	-6.736584378	2
SL1344_4142	SL1344_4142	0.530597223	-0.683886185	0	na	na	3	na	na	3	na	na	3
SL1344_4143	SL1344_4143	na	na	3	0.428528763	1.160137199	0	0.635377718	1.168891211	0	0.063303041	1.543934236	0
SL1344_4145	SL1344_4145	0.601000384	-0.632250952	0	na	na	3	na	na	3	na	na	3
SL1344_4146	SL1344_4146	0.254089096	-1.014210569	0	0.793725916	0.695206462	0	1	0.079325575	0	0.975655964	-0.026388746	0
SL1344_4148	SL1344_4148	na	na	3	5.11E-08	-3.82474496	2	0.000072	-4.149947638	2	3.47E-34	-15	2
SL1344_4149	SL1344_4149	0.911756713	3.431422315	0	3.34E-11	-15	2	0.000300509	-3.879427439	2	1.97E-30	-15	2
SL1344_4151	SL1344_4151	1	-0.001081439	0	na	na	3	na	na	3	na	na	3
SL1344_4152	SL1344_4152	0.668324847	0.806517178	0	0.345557453	-1.008500756	0	0.84085579	-0.565111787	0	0.0000171	-2.337561999	2
SL1344_4153	SL1344_4153	0.350022873	1.106841734	0	0.469157913	-0.981058436	0	0.484760144	-1.156068799	0	0.05982478	-0.932412314	0
SL1344_4155	SL1344_4155	na	na	3	1.13E-10	-15	2	0.000133615	-4.147997678	2	8.84E-72	-15	2
SL1344_4156	lysC	na	na	3	0.810311715	0.389581499	0	0.856889921	-0.524717471	0	0.174454073	1.066549409	0
SL1344_4157	pgi	0.415951058	-0.849991343	0	0.000122132	-3.432394199	2	1.73E-11	-15	2	0.00000694	3.688922465	1
SL1344_4159	yjbF	0.696767585	-0.531493452	0	0.706413183	0.701560258	0	0.908590478	0.510298744	0	0.440493522	-0.581227546	0
SL1344_4160	yjbG	0.448166433	0.851215896	0	0.420420416	1.268024207	0	0.944960206	-0.24255074	0	0.549338492	0.475375711	0
SL1344_4161	yjbH	0.644345618	0.642537126	0	0.658192066	0.76375978	0	0.817520592	-0.632736217	0	0.067066357	1.558520481	0
SL1344_4162	yjbA	0.740491461	0.756423151	0	0.543056438	0.882831678	0	1	0.061508043	0	na	na	3
SL1344_4163	malG	0.761023531	-0.437084354	0	0.264858581	1.260615333	0	0.874917238	0.624086051	0	0.781543897	-0.219477628	0
SL1344_4164	malF	0.852711756	0.353319378	0	0.706942928	0.733098813	0	0.000000627	-6.064640246	2	7.11E-28	-15	2
SL1344_4166	malE	0.365682659	-0.848162852	0	na	na	3	na	na	3	na	na	3
SL1344_4167	malK	0.759666981	-0.445911044	0	0.988715246	-0.033118797	0	0.873013029	0.635621208	0	0.003370302	2.079524131	1
SL1344_4168	lamB	na	na	3	0.543220454	1.100794481	0	0.933025476	0.422939487	0	0.053706393	1.603050396	0
SL1344_4169	malM	0.864170786	0.350220811	0	na	na	3	na	na	3	na	na	3
SL1344_4170	ubiC	na	na	3	0.561530819	0.955253617	0	4.17E-12	-10.66667842	2	3.87E-25	-15	2
SL1344_4172	plsB	0.388741347	-0.817194221	0	na	na	3	na	na	3	na	na	3
SL1344_4173	dgkA	0.618826104	-0.601536345	0	0.037523397	-1.923921809	2	0.000934334	-3.475530532	2	0.247558722	-0.902293602	0
SL1344_4175	dinF	0.437182246	0.847535432	0	0.525333857	1.36283188	0	0.521275076	1.36421479	0	0.193358761	0.98164888	0
SL1344_4176	yjbJ	na	na	3	0.428627567	1.83578216	0	1	0.097559934	0	0.523913055	0.541315162	0
SL1344_4177	zur	na	na	3	0.004959888	-2.505417111	2	0.055743297	-2.183078781	0	0.899637409	0.090526225	0
SL1344_4178	SL1344_4178	0.654151222	0.672817591	0	na	na	3	0.656476505	1.139233941	0	0.165763167	1.125491582	0
SL1344_4179	yjbN	0.304170065	-0.924931411	0	0.582117315	0.707986527	0	0.712379736	1.039751551	0	0.062459072	-1.000111768	0
SL1344_4181	qor	0.511446608	-0.711795268	0	0.257256921	1.435231189	0	0.616403254	1.204829206	0	0.009608212	1.296200585	1
SL1344_4183	alr-b	0.647190583	-0.571330827	0	na	na	3	na	na	3	na	na	3
SL1344_4184	tyrB	0.018741205	1.651804275	1	0.355814133	1.733815517	0	0.78138335	0.882270445	0	0.017464769	2.360027232	1
SL1344_4185	aphA	0.933592872	0.21554313	0	na	na	3	na	na	3	na	na	3
SL1344_4186	yjbQ	0.77088413	0.475967081	0	0.207327989	1.611561431	0	0.594261244	1.23727004	0	0.500899366	-0.505837754	0
SL1344_4187	yjbR	0.957309512	0.342915528	0	na	na	3	na	na	3	na	na	3
SL1344_4188	SL1344_4188	0.949308104	0.186106117	0	0.578995418	1.137918242	0	0.560751285	1.318878986	0	0.076770663	1.022817919	0
SL1344_4189	SL1344_4189	0.773028725	0.463204231	0	na	na	3	na	na	3	na	na	3
SL1344_4190	uvrA	0.865487949	0.345823236	0	0.924321627	-0.139032612	0	0.115588202	-1.905867173	0	0.118970609	1.169046138	0
SL1344_4193	siiA	0.311933111	1.641076916	0	na	na	3	na	na	3	na	na	3
SL1344_4194	siiB	0.644345618	-0.644884092	0	na	na	3	na	na	3	na	na	3
SL1344_4195	siiC	0.20699111	1.143264616	0	1.06E-08	-15	2	0.000000195	-15	2	2.22E-34	-15	2
SL1344_4196	siiD	0.256888813	1.086506893	0	na	na	3	na	na	3	na	na	3
SL1344_4197	siiE	0.396989009	-0.896616406	0	9.10E-26	-5.995824716	2	2.41E-11	-15	2	2.32E-70	-15	2
SL1344_4198	siiF	0.127874739	1.774382413	0	7.05E-18	-5.320972499	2	9.86E-10	-9.034575829	2	2.22E-34	-15	2
SL1344_4199	yjcB	na	na	3	0.713662776	-0.467482739	0	0.938792338	-0.264775778	0	0.122738123	1.154199606	0
SL1344_4200	yjcC	0.68419045	-0.660777875	0	1.95E-15	-7.422269039	2	2.52E-11	-15	2	2.22E-34	-15	2
SL1344_4201	soxS	0.811067846	0.536273366	0	na	na	3	na	na	3	na	na	3
SL1344_4202	soxR	na	na	3	0.748713766	-0.490930678	0	0.965934248	-0.151522822	0	0.00210936	-1.773821754	2
SL1344_4203	SL1344_4203	0.56158416	-0.667503092	0	0.440659402	1.052974814	0	0.973452301	0.203671588	0	0.328902688	-0.749485958	0
SL1344_4204	yjcD	0.676123356	-0.587278086	0	0.420243907	1.893810339	0	0.482821967	1.624445432	0	0.005953484	1.488800186	1
SL1344_4205	yjcE	0.605979493	0.674432381	0	na	na	3	na	na	3	na	na	3
SL1344_4206	SL1344_4206	0.906619248	-0.235113385	0	0.375128526	1.725908435	0	0.811575275	-0.687365912	0	0.001921499	2.38260278	1
SL1344_4207	SL1344_4207	0.155418297	-1.596325551	0	na	na	3	na	na	3	na	na	3
SL1344_4208	SL1344_4208	0.001361231	-2.085765875	2	0.586986445	0.66446124	0	1	0.171321162	0	0.0000212	2.66823222	1
SL1344_4209	actP	0.330428348	0.97984201	0	0.395386194	-0.972287061	0	0.47525854	1.464340309	0	0.005423864	2.274574759	1
SL1344_4210	yjcH	0.723858249	-0.472243344	0	na	na	3	na	na	3	na	na	3
SL1344_4211	acs	0.001505178	-2.245869316	2	0.021893419	-15	2	0.821696191	0.77804433	0	0.019884653	-1.355750729	2
SL1344_4213	nrfA	0.785610821	0.555373326	0	0.624420025	0.757847042	0	0.885008871	0.778319672	0	0.683241527	-0.208299275	0
SL1344_4214	nrfB	0.843928849	-0.378122391	0	0.598298639	-0.697286164	0	1	0.163516316	0	0.881149805	-0.120833829	0
SL1344_4215	nrfC	0.307829231	-0.952154578	0	na	na	3	0.832020529	0.873484016	0	0.066412504	1.383071672	0
SL1344_4216	nrfD	0.614945035	0.68382423	0	0.321513833	1.223334152	0	0.529371455	1.35505954	0	0.190503567	0.658488894	0
SL1344_4217	nrfE	0.858714708	-0.4507368	0	0.109378268	3.279610226	0	0.54259262	1.34502384	0	0.045488958	1.483818533	1
SL1344_4218	nrfG	na	na	3	0.421503811	1.250595015	0	0.699563677	1.358402256	0	0.021861041	-1.403695689	2
SL1344_4219	gltP	0.682616652	-0.553840391	0	0.74681491	0.617945142	0	0.84085579	0.728599577	0	0.264360737	0.929350734	0
SL1344_4220	yjcO	0.754471478	-0.461314891	0	na	na	3	na	na	3	na	na	3
SL1344_4221	SC4B5.11c	0.581518365	-0.713600272	0	0.359591078	1.338006303	0	0.490751162	1.427147717	0	0.012311611	-1.302694877	2
SL1344_4224	phnO	0.985543756	0.078665943	0	0.873105683	-0.04561408	0	0.321200677	1.743519001	0	0.016986994	1.905325964	1
SL1344_4225	phnB	0.423532789	-0.801161937	0	na	na	3	na	na	3	na	na	3
SL1344_4226	phnA	na	na	3	0.759200764	0.633387937	0	0.986357653	0.196765571	0	0.431984063	0.683791556	0
SL1344_4227	proP	0.45488756	0.818531983	0	0.54716711	0.860528845	0	0.751317202	1.153219155	0	0.008167026	1.416195945	1
SL1344_4228	basS	0.340369574	0.94470474	0	0.433486187	0.98052618	0	0.738444477	0.97173522	0	0.011918777	1.875584481	1
SL1344_4229	basR	0.857046712	-0.310942836	0	0.851138535	0.402737173	0	0.426463861	-1.264939661	0	0.128680974	0.821337518	0
SL1344_4230	yjdB	0.882961745	3.821751681	0	0.474791722	1.07898943	0	0.234273993	-1.570643607	0	5.16E-08	-2.972694557	2
SL1344_4231	adiC	0.005817339	-1.735796526	2	0.584149489	1.042188219	0	0.892979835	0.56668352	0	0.000432447	-2.494799824	2
SL1344_4232	adiY	0.746909333	-0.461112378	0	9.94E-10	-15	2	1.08E-10	-15	2	2.22E-34	-15	2
SL1344_4233	adi	0.301403626	0.997475197	0	0.00000126	-4.634828934	2	0.001721589	-3.23915198	2	2.76E-43	-6.248030089	2
SL1344_4234	melR	0.62581259	-1.134016464	0	0.74820455	0.531108765	0	0.573714466	1.285780268	0	0.047749829	1.474274667	1
SL1344_4235	melA	0.357011002	0.947198747	0	5.39E-11	-15	2	0.015207652	3.327864018	1	0.284198787	0.85004057	0
SL1344_4236	melB	0.912020577	-0.224064179	0	0.237896625	2.479651233	0	0.41585031	1.552830805	0	0.00747604	-1.428762674	2
SL1344_4238	dcuB	0.758176163	-0.463290872	0	0.424292265	-0.967008174	0	0.749851121	0.937547903	0	na	na	3
SL1344_4239	SL1344_4239	0.775298154	0.475523412	0	na	na	3	na	na	3	na	na	3
SL1344_4240	dcuR	0.000215594	-2.330943249	2	0.717762908	-0.223157554	0	0.548329604	-1.100033177	0	0.005096798	-1.694952198	2
SL1344_4241	dcuS	0.198968954	-1.070592982	0	0.00000246	-15	2	1.92E-10	-15	2	3.82E-28	-15	2
SL1344_4242	SL1344_4242	0.686457802	-0.525657032	0	0.280324958	1.594215207	0	0.397009314	-1.363646761	0	3.45E-08	-2.827962696	2
SL1344_4243	SL1344_4243	na	na	3	0.908067765	-0.294163006	0	0.965569716	-0.127009754	0	0.254531962	-0.867975731	0
SL1344_4244	SL1344_4244	0.677097785	-0.536821253	0	0.563879329	0.707986527	0	1	0.135642938	0	0.0507004	-1.106713633	0
SL1344_4245	SL1344_4245	0.646753128	0.619576447	0	0.732518787	0.260785042	0	0.973327461	-0.205186531	0	0.00000023	-3.126806711	2
SL1344_4246	SL1344_4246	0.650597221	0.615334978	0	6.29E-09	-15	2	0.079858159	-2.040680225	0	1.25E-20	-5.397327324	2
SL1344_4247	SL1344_4247	0.684879919	-0.540145105	0	1.47E-20	-5.43351262	2	0.000000249	-5.95660967	2	2.22E-34	-15	2
SL1344_4248	SL1344_4248	na	na	3	1.39E-10	-8.133577821	2	0.00000654	-5.0744031	2	3.69E-66	-15	2
SL1344_4249	SL1344_4249	0.504734667	0.891954937	0	1.16E-26	-8.354267172	2	1.15E-09	-15	2	2.22E-34	-15	2
SL1344_4251	rtsA	0.79079916	0.661720927	0	na	na	3	na	na	3	na	na	3
SL1344_4252	SL1344_4252	na	na	3	1.99E-09	-15	2	0.00000212	-5.179126308	2	1.40E-31	-15	2
SL1344_4253	SL1344_4253	na	na	3	0.974157457	0.063258882	0	0.874877197	-0.532275161	0	0.170807758	1.151035411	0
SL1344_4254	SL1344_4254	0.943566114	0.318038326	0	0.684772224	0.670626	0	0.874877197	0.620297688	0	0.419682392	0.642922801	0
SL1344_4255	phoN	0.140134699	1.389523013	0	0.0000121	-2.519606726	2	3.46E-10	-15	2	1.14E-30	-8.367999933	2
SL1344_4256	SL1344_4256	0.90810789	0.263326919	0	na	na	3	na	na	3	na	na	3
SL1344_4257	SL1344_4257	0.490970806	-0.716811203	0	na	na	3	na	na	3	na	na	3
SL1344_4259	yjdC	na	na	3	0.504464314	1.165459293	0	0.588506196	1.311042488	0	0.099023094	1.89047718	0
SL1344_4260	dipZ	0.742343568	-0.469181212	0	0.577489899	0.702692228	0	0.626959164	-0.97530614	0	0.382110935	0.834294478	0
SL1344_4262	dcuA	0.593380914	-0.617872357	0	0.889994084	0.212228976	0	0.885831739	0.999819946	0	0.029828799	1.96031774	1
SL1344_4263	aspA	0.002934792	-1.762390715	2	0.655778543	0.571701667	0	0.000000275	-6.034838393	2	0.053676942	-1.279410395	0
SL1344_4264	fxsA	0.761023531	-0.598514794	0	na	na	3	na	na	3	na	na	3
SL1344_4265	yjeH	0.221901202	1.10779703	0	0.357694179	2.104426808	0	0.935243072	-0.291315638	0	0.421571259	0.689798347	0
SL1344_4268	yjeI	0.969584526	0.123851398	0	0.320448356	1.575267405	0	0.817418594	-0.614353664	0	0.89013184	-0.097926972	0
SL1344_4269	yjeJ	0.893571686	0.286871183	0	1.53E-09	-3.648553487	2	0.052757535	-2.216951406	0	2.33E-09	-3.344646898	2
SL1344_4270	yjeK	na	na	3	0.661321601	0.843425476	0	0.474751326	1.462579288	0	0.274322573	0.629305521	0
SL1344_4271	efp	na	na	3	0.0000112	-15	2	0.000000195	-15	2	0.000248981	-15	2
SL1344_4272	ecnA	0.512451375	-0.695736739	0	na	na	3	na	na	3	na	na	3
SL1344_4274	ecnR	0.363857407	-0.863277428	0	na	na	3	na	na	3	na	na	3
SL1344_4275	sugE	na	na	3	0.416689336	1.491592846	0	0.818099319	0.768431292	0	0.197884019	0.778148654	0
SL1344_4276	blc	0.880335932	0.30575084	0	na	na	3	na	na	3	na	na	3
SL1344_4277	frdD	na	na	3	0.752146261	-0.679233028	0	0.0000165	-6.379257682	2	0.025966355	1.242551102	1
SL1344_4278	frdC	0.065146626	-1.342184916	0	na	na	3	na	na	3	na	na	3
SL1344_4280	frdA	0.0132937	-1.60129127	2	0.000832187	-3.383713307	2	8.43E-10	-9.15686526	2	0.001311205	2.393318261	1
SL1344_4281	yjeA	5.96E-34	-11.36097993	2	7.36E-09	-15	2	3.64E-10	-15	2	9.85E-27	-15	2
SL1344_4282	yjeM	0.302564551	-0.905709696	0	5.62E-09	-15	2	6.66E-11	-15	2	1.68E-71	-15	2
SL1344_4283	yjeO	na	na	3	0.985816857	-0.040312158	0	0.722862263	-0.872935999	0	0.691218652	-0.202352052	0
SL1344_4284	yjeP	0.805952021	0.426636269	0	0.030570533	-2.13533894	2	0.137194714	-1.821948397	0	0.0000443	3.562329628	1
SL1344_4287	orn	na	na	3	4.64E-08	-7.981309498	2	1.44E-08	-15	2	na	na	3
SL1344_4288	SL1344_4288	na	na	3	0.874088051	-0.222363041	0	0.867841552	0.666302926	0	0.312574991	0.771869941	0
SL1344_4289	yjeS	0.00418179	-1.799906803	2	0.709919402	0.629448309	0	0.9269493	-0.309707929	0	0.751767934	-0.254674891	0
SL1344_4290	yjeF	0.356014844	-0.89000568	0	0.159777627	2.846779515	0	0.2629122	1.880006928	0	0.006435299	1.46894228	1
SL1344_4292	amiB	na	na	3	0.616289526	0.830766798	0	0.908527629	0.52032042	0	0.251651839	0.842126855	0
SL1344_4293	mutL	0.267187943	-0.956232228	0	0.108296186	-1.735638437	0	0.413275703	-1.307284027	0	0.005069686	-1.420789121	2
SL1344_4294	miaA	1.24E-50	-15	2	0.00000519	-15	2	1.77E-10	-15	2	8.84E-72	-15	2
SL1344_4295	hfq	3.41E-43	-15	2	0.000000141	-15	2	1.20E-10	-9.641576287	2	7.85E-18	-15	2
SL1344_4296	hflX	0.330368589	0.986582539	0	0.200233682	-1.36952284	0	0.210955462	-1.642157273	0	2.22E-34	-15	2
SL1344_4297	hflK	na	na	3	0.025808812	-2.036563662	2	1.50E-10	-15	2	2.71E-16	-4.501415992	2
SL1344_4298	hflC	0.000359632	-2.24157754	2	0.526054439	-0.795939401	0	0.225825289	2.028428028	0	0.000000378	-2.624289736	2
SL1344_4299	purA	2.38E-32	-15	2	0.000000776	-15	2	2.71E-09	-15	2	4.49E-33	-15	2
SL1344_4300	nsrR	0.231550105	-1.013140803	0	na	na	3	na	na	3	na	na	3
SL1344_4301	rnr	0.602773204	-0.679304427	0	0.008151238	-2.432295489	2	0.674613146	1.102563684	0	3.14E-12	-3.791046372	2
SL1344_4302	yjfH	na	na	3	0.425900439	-1.457430769	0	0.939524309	0.409181154	0	0.251266465	-0.537029304	0
SL1344_4303	yjfI	0.15130746	-1.161528569	0	na	na	3	na	na	3	na	na	3
SL1344_4304	yjfJ	0.003523242	1.932766194	1	0.518494908	-0.792789648	0	0.780302751	0.95530953	0	0.001339913	-1.634388	2
SL1344_4305	SL1344_4305	0.939441765	0.202207671	0	0.000106689	-4.337318097	2	0.940913653	-0.327257975	0	0.000000915	-2.468131549	2
SL1344_4306	yjfK	0.979829159	0.091525686	0	na	na	3	na	na	3	na	na	3
SL1344_4307	yjfL	0.479104696	0.79079959	0	0.000000218	-5.888203229	2	0.903164484	0.842269669	0	0.000053	-2.059139967	2
SL1344_4308	yjfM	0.784647331	-0.415792696	0	0.490889941	1.143359047	0	0.873853645	1.078242583	0	0.372415098	0.55865224	0
SL1344_4309	yjfC	0.669227889	-0.782954449	0	na	na	3	na	na	3	na	na	3
SL1344_4310	aidB	0.461502745	-0.769770239	0	0.046768184	-1.88786429	2	0.575360493	1.283506875	0	4.85E-34	-15	2
SL1344_4312	yjfO	0.821630809	0.406856253	0	na	na	3	na	na	3	na	na	3
SL1344_4313	yjfP	na	na	3	0.446827198	0.922057866	0	0.296626967	1.928829218	0	0.115629501	1.167418131	0
SL1344_4314	yjfQ	na	na	3	0.928712763	-0.052216085	0	0.426350837	-1.252706417	0	1.07E-26	-15	2
SL1344_4315	yjfR	0.735216986	-0.467870017	0	na	na	3	na	na	3	na	na	3
SL1344_4316	sgaT	0.461502745	0.83046831	0	0.482919688	1.667801365	0	0.890650054	0.566380725	0	0.361937211	0.54226602	0
SL1344_4318	ptxA	0.961460607	-0.119659506	0	0.399172446	1.528766634	0	0.672964226	1.112698719	0	0.002450288	2.105011035	1
SL1344_4319	sgaH	na	na	3	0.532215276	0.883177584	0	0.92928352	0.45813258	0	0.412909045	0.684492757	0
SL1344_4320	sgaU	0.862735575	-0.308971817	0	0.782738843	0.606537718	0	0.923935239	-0.383434656	0	0.441376513	0.609306129	0
SL1344_4321	sgaE	0.890611524	0.333727057	0	na	na	3	na	na	3	na	na	3
SL1344_4322	yjfY	na	na	3	0.570257671	-1.102056601	0	0.79275874	0.845071565	0	0.04177023	1.626908516	1
SL1344_4327	rplI	na	na	3	0.011597982	-2.275821439	2	2.96E-11	-15	2	3.70E-32	-15	2
SL1344_4328	yifZ	0.61625006	0.665449475	0	0.646212711	0.807196131	0	0.97383131	0.244480545	0	0.007704291	1.476060135	1
SL1344_4329	ytfB	na	na	3	0.17286844	-1.451768842	0	0.41585031	1.561276775	0	0.0000131	2.321497054	1
SL1344_4330	fklB	0.965455601	-0.094700966	0	na	na	3	na	na	3	na	na	3
SL1344_4331	cycA	0.000326191	-2.026433044	2	0.252715656	1.357922643	0	0.946942385	0.363995985	0	0.153360881	1.127273976	0
SL1344_4332	ytfE	0.413562451	0.881571096	0	na	na	3	na	na	3	na	na	3
SL1344_4333	ytfF	0.828330946	-0.350792448	0	na	na	3	na	na	3	na	na	3
SL1344_4335	ytfH	0.206033881	1.233550674	0	0.072843979	-1.87132941	0	0.656476505	1.543654272	0	0.106367155	-0.9636638	0
SL1344_4336	cpdB	0.361299661	0.935369081	0	0.402202765	1.28201355	0	0.608979582	1.224456792	0	0.878757026	0.100514861	0
SL1344_4337	cysQ	na	na	3	0.280912985	1.154162538	0	0.91194523	0.518287697	0	0.269358934	0.710837597	0
SL1344_4338	ytfJ	0.289196694	-15	0	na	na	3	na	na	3	na	na	3
SL1344_4339	ytfK	na	na	3	0.125778636	2.353243829	0	0.340800712	2.059006035	0	0.01185522	-1.522506799	2
SL1344_4340	ytfL	0.000622546	-2.032045908	2	0.361093052	1.847546077	0	0.000043	-4.383657426	2	0.000000997	-2.442494221	2
